기업명,종목코드,corp_code,연도,기업상태,selected_fs_div,has_data,raw_row_count,status_values,status_conflict,missing_feature_count,all_feature_null,too_many_missing_features,event_year_Y,event_date,event_source,y_minus_1_excluded,is_positive_candidate,is_excluded_y_minus_1,is_excluded_event_or_after,target_future_delist,include_for_training,exclude_reason,source_file
케이비17호스팩,317030,01351114,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-11-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이비17호스팩\2020\317030__케이비17호스팩__2020__11011.json
한화에스비아이스팩,317320,01351822,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-12-07,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한화에스비아이스팩\2020\317320__한화에스비아이스팩__2020__11011.json
베른,322190,01412938,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-04-25,폐지사유: 감사의견 의견거절(감사범위제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\베른\2023\322190__베른__2023__11011.json
이베스트이안스팩1호,323210,01366365,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-02-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이베스트이안스팩1호\2021\323210__이베스트이안스팩1호__2021__11011.json
케이비제18호스팩,323940,01371312,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-02-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이비제18호스팩\2021\323940__케이비제18호스팩__2021__11011.json
오션스톤,329020,01388631,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-12-27,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2022.12.13 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\오션스톤\2021\329020__오션스톤__2021__11011.json
구스앤홈,329050,01337114,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-04-13,폐지사유: 사업보고서 법정제출기한('21.3.31限)내 미제출,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\구스앤홈\2020\329050__구스앤홈__2020__11011.json
상상인이안제2호스팩,329560,01390876,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-04-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\상상인이안제2호스팩\2021\329560__상상인이안제2호스팩__2021__11011.json
케이비제19호스팩,330990,01393299,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-05-09,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이비제19호스팩\2021\330990__케이비제19호스팩__2021__11011.json
하나금융14호스팩,332710,01395279,2021,상폐기업,OFS,True,1,상폐기업,False,13,False,True,2022,2022-09-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하나금융14호스팩\2021\332710__하나금융14호스팩__2021__11011.json
하이제5호스팩,340120,01414370,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-07-28,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하이제5호스팩\2021\340120__하이제5호스팩__2021__11011.json
SK6호스팩,340350,01414936,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-10-18,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\SK6호스팩\2021\340350__SK6호스팩__2021__11011.json
하나금융16호스팩,343510,01419384,2022,상폐기업,OFS,True,1,상폐기업,False,15,False,True,2023,2023-03-02,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하나금융16호스팩\2022\343510__하나금융16호스팩__2022__11011.json
케이프이에스제4호,347140,01428249,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-10-31,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이프이에스제4호\2021\347140__케이프이에스제4호__2021__11011.json
이베스트스팩5호,349720,01436336,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-12-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이베스트스팩5호\2021\349720__이베스트스팩5호__2021__11011.json
IBKS제13호스팩,351340,01440481,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-02-21,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\IBKS제13호스팩\2022\351340__IBKS제13호스팩__2022__11011.json
에이치엠씨제5호스팩,353060,01447244,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-09-22,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에이치엠씨제5호스팩\2022\353060__에이치엠씨제5호스팩__2022__11011.json
에이치엠씨제4호스팩,353070,01447217,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-03-10,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에이치엠씨제4호스팩\2022\353070__에이치엠씨제4호스팩__2022__11011.json
미래에셋대우스팩 5호,353490,01450105,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-05-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\미래에셋대우스팩_5호\2022\353490__미래에셋대우스팩_5호__2022__11011.json
폭스소프트,354230,01418260,2020,상폐기업,OFS,True,1,상폐기업,False,4,False,False,2021,2021-09-01,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2021.8.18 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\폭스소프트\2020\354230__폭스소프트__2020__11011.json
DB금융스팩8호,367340,01505450,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-07-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\DB금융스팩8호\2022\367340__DB금융스팩8호__2022__11011.json
유진스팩6호,373340,01514519,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-12-13,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\유진스팩6호\2022\373340__유진스팩6호__2022__11011.json
삼성스팩4호,377630,01528530,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-12-27,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\삼성스팩4호\2022\377630__삼성스팩4호__2022__11011.json
삼성머스트스팩5호,380320,01534522,2023,상폐기업,OFS,True,1,상폐기업,False,11,False,False,2024,2024-01-23,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\삼성머스트스팩5호\2023\380320__삼성머스트스팩5호__2023__11011.json
한화플러스제2호스팩,386580,01572489,2023,상폐기업,OFS,True,1,상폐기업,False,12,False,True,2024,2024-06-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한화플러스제2호스팩\2023\386580__한화플러스제2호스팩__2023__11011.json
유진스팩7호,388800,01569838,2023,상폐기업,OFS,True,1,상폐기업,False,14,False,True,2024,2024-07-02,폐지사유: 상장예비심사청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\유진스팩7호\2023\388800__유진스팩7호__2023__11011.json
엔에이치스팩20호,391060,01573974,2023,상폐기업,OFS,True,1,상폐기업,False,16,False,True,2024,2024-05-14,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엔에이치스팩20호\2023\391060__엔에이치스팩20호__2023__11011.json
하이제7호스팩,400840,01586172,2023,상폐기업,OFS,True,1,상폐기업,False,19,False,True,2024,2024-07-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하이제7호스팩\2023\400840__하이제7호스팩__2023__11011.json
이브이파킹서비스,419700,01695498,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-12-12,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결('24.11.28限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이브이파킹서비스\2023\419700__이브이파킹서비스__2023__11011.json
차이나그레이트,900040,00695464,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-05-22,"폐지사유: 법정제출기한까지 사업보고서를 제출하지 아니한 후, 법정제출기한의 다음날부터 10일이내에 사업보고서를 제출하지 아니함",True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\차이나그레이트\2019\900040__차이나그레이트__2019__11011.json
중국원양자원,900050,00722500,2016,상폐기업,CFS,True,1,상폐기업,False,1,False,False,2017,2017-09-27,폐지사유: 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\중국원양자원\2016\900050__중국원양자원__2016__11011.json
에스앤씨엔진그룹,900080,00786331,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-06-14,"폐지사유: 법정제출기한까지 사업보고서를 제출하지 아니한 후, 법정제출기한의 다음날부터 10일이내에 사업보고서를 제출하지 아니함",True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에스앤씨엔진그룹\2020\900080__에스앤씨엔진그룹__2020__11011.json
차이나하오란,900090,00790121,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-01-02,폐지사유: 제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조 제1항에 따른 분기보고서 법정기한 내 미제출,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\차이나하오란\2018\900090__차이나하오란__2018__11011.json
완리,900180,00842327,2017,상폐기업,CFS,True,1,상폐기업,False,1,False,False,2018,2018-05-23,폐지사유: 감사의견거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\완리\2017\900180__완리__2017__11011.json
