종목코드,corp_code,기업명,event_year_Y,event_date,event_source,y_minus_1_excluded
215050,00000000,비엔디생활건강,2023,2023-04-21,폐지사유: 감사의견 의견거절(감사범위제한),True
215580,00000000,대우스팩3호,2017,2017-12-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
215750,00000000,미래에셋제3호스팩,2018,2018-01-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
217810,00000000,엔에이치스팩7호,2018,2018-01-19,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
218710,00000000,키움스팩3호,2018,2018-02-14,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
219580,00000000,골든브릿지제3호스팩,2018,2018-02-07,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
219860,00000000,한화에이스스팩2호,2018,2018-03-02,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
219960,00000000,유안타제2호스팩,2018,2018-02-23,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
220110,00000000,드림티엔터테인먼트,2020,2020-04-10,폐지사유: 사업보고서 법정제출기한('20.3.30限)내 미제출,True
220630,00000000,맘스터치,2022,2022-05-31,폐지사유: 상장폐지 신청('22.03.30),True
221200,00000000,유진스팩3호,2018,2018-04-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
221610,00000000,자안바이오,2022,2022-01-05,폐지사유: 발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,True
221670,00000000,주노콜렉션,2019,2019-07-16,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2019.7.2 限),True
221950,00000000,케이비드림3호스팩,2018,2018-03-30,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
222390,00000000,케이비제8호스팩,2018,2018-03-13,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
223040,00000000,교보5호스팩,2018,2018-03-30,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
224880,00000000,SGA클라우드서비스,2021,2021-05-06,폐지사유: 분산요건 미달,True
225440,00000000,이베스트스팩3호,2018,2018-05-28,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
225850,00000000,미애부,2022,2022-04-27,폐지사유: 감사의견 의견거절(감사범위제한 및 계속기업 존속불확실성),True
225860,00000000,엠앤씨생명과학,2022,2022-04-27,폐지사유: 감사의견 의견거절(감사범위제한 및 계속기업 존속불확실성),True
226350,00000000,아이엠텍,2021,2021-06-11,폐지사유: 감사의견 거절(감사범위 제한),True
226850,00000000,키움스팩4호,2018,2018-06-05,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
228180,00000000,티씨엠생명과학,2020,2020-08-07,폐지사유: 포괄적 주식교환에 따른 상장폐지 신청('20.7.17),True
230490,00000000,동부제4호스팩,2018,2018-07-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
232270,00000000,케이비제9호스팩,2018,2018-10-12,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
232330,00000000,SK3호스팩,2019,2019-08-30,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
232360,00000000,아스팩오일,2017,2017-07-25,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2017.07.11限),True
235010,00000000,하이에이아이1호스팩,2018,2018-10-12,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
235090,00000000,태경피엔에스,2018,2018-05-09,폐지사유: 감사의견 거절(감사범위 제한),True
240340,00000000,인터코스,2022,2022-05-17,폐지사유: 외부감사인의 감사의견 의견거절,True
240540,00000000,한국4호스팩,2019,2019-01-29,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
241510,00000000,이에스산업,2021,2021-01-26,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2021.1.13 限),True
242350,00000000,피엔아이컴퍼니,2023,2023-09-18,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.9.4 限),True
242850,00000000,영현무역,2019,2019-05-22,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2019.5.8 限),True
245030,00000000,스페이스솔루션,2019,2019-02-27,폐지사유: 상장폐지 신청('19.1.25),True
246830,00000000,시냅스엠,2018,2018-05-14,폐지사유: 감사의견 거절(계속기업 존속능력에 대한 불확실성),True
248020,00000000,젬,2024,2024-04-05,폐지사유: 외부감사인의 감사의견 의견거절,True
250300,00000000,제이에스피브이,2019,2019-03-04,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2019.2.1 限),True
251540,00000000,에스와이제이,2018,2018-09-07,폐지사유: 감사의견 거절(감사범위 제한),True
252370,00000000,유쎌,2020,2020-02-27,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),True
252940,00000000,에스엠로보틱스,2018,2018-04-25,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True
257730,00000000,신한제3호스팩,2019,2019-10-01,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
258250,00000000,셀젠텍,2024,2024-08-30,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2024.8.16 限),True
260490,00000000,캐로스,2017,2017-11-29,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2017.11.15限),True
262830,00000000,대신밸런스제4호스팩,2019,2019-10-10,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
263540,00000000,어스앤에어로스페이스,2024,2024-11-06,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True
264290,00000000,한화에이스스팩3호,2019,2019-12-06,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
265480,00000000,미래에셋대우스팩1호,2020,2020-01-03,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
265920,00000000,한화수성스팩,2020,2020-01-15,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정후 1개월 이내 동사유를 미해소,True
267060,00000000,명진홀딩스,2023,2023-04-18,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.4.4 限),True
267810,00000000,앙츠,2023,2023-04-04,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.3.21 限),True
270020,00000000,이십일스토어,2022,2022-04-14,폐지사유: 사업보고서 법정제출기한('22.3.31限) 내 미제출,True
271740,00000000,한국제5호스팩,2020,2020-03-03,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
271780,00000000,비엔에프코퍼레이션,2020,2020-11-05,폐지사유: 상장폐지 신청('20.10.13),True
271850,00000000,다이오진,2023,2023-04-12,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.3.29 限),True
272420,00000000,극동자동화,2018,2018-11-15,폐지사유: 상장폐지 신청('18.11.5),True
276920,00000000,IBKS제7호스팩,2020,2020-06-18,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
277480,00000000,신한제4호스팩,2020,2020-08-20,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
279410,00000000,한화에이스스팩4호,2020,2020-07-03,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
281310,00000000,바이오시네틱스,2023,2023-06-12,폐지사유: 외부감사인의 감사의견 의견거절,True
281410,00000000,한국제6호스팩,2020,2020-07-27,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
282690,00000000,동아타이어,2024,2024-10-08,폐지사유: 해산 사유 발생,True
285770,00000000,라이프사이언스테크놀로지,2023,2023-06-12,폐지사유: 외부감사인의 감사의견 의견거절,True
286000,00000000,씨엔티드림,2024,2024-10-07,폐지사유: 외부감사인의 감사의견 의견거절,True
291210,00000000,한국제7호스팩,2021,2021-01-15,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
299670,00000000,에스엠비나,2024,2024-08-16,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2024.8.1 限),True
307070,00000000,SK4호스팩,2021,2021-07-13,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
307160,00000000,하나머스트제6호스팩,2021,2021-07-08,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
309900,00000000,티티씨디펜스,2022,2022-06-16,폐지사유: 외부감사인의 감사의견 의견거절,True
310840,00000000,엔에이치스팩13호,2021,2021-09-23,폐지사유: 상장예비심사청구서 미제출,True
311270,00000000,키움제5호스팩,2021,2021-08-02,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
311840,00000000,대원모방,2020,2020-02-27,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),True
313750,00000000,유안타제4호스팩,2021,2021-12-07,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
317030,00000000,케이비17호스팩,2021,2021-11-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
317320,00000000,한화에스비아이스팩,2021,2021-12-07,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
322190,00000000,베른,2024,2024-04-25,폐지사유: 감사의견 의견거절(감사범위제한),True
323210,00000000,이베스트이안스팩1호,2022,2022-02-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
323940,00000000,케이비제18호스팩,2022,2022-02-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
327970,00000000,케어룸의료산업,2022,2022-03-11,폐지사유: 상장폐지 신청,True
329020,00000000,오션스톤,2022,2022-12-27,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2022.12.13 限),True
329050,00000000,구스앤홈,2021,2021-04-13,폐지사유: 사업보고서 법정제출기한('21.3.31限)내 미제출,True
329560,00000000,상상인이안제2호스팩,2022,2022-04-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
330990,00000000,케이비제19호스팩,2022,2022-05-09,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
332710,00000000,하나금융14호스팩,2022,2022-09-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
340120,00000000,하이제5호스팩,2022,2022-07-28,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
340350,00000000,SK6호스팩,2022,2022-10-18,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
343510,00000000,하나금융16호스팩,2023,2023-03-02,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
347140,00000000,케이프이에스제4호,2022,2022-10-31,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
348840,00000000,데이드림엔터,2023,2023-08-10,폐지사유: 상장폐지 신청,True
349720,00000000,이베스트스팩5호,2022,2022-12-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
351340,00000000,IBKS제13호스팩,2023,2023-02-21,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
353060,00000000,에이치엠씨제5호스팩,2023,2023-09-22,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
353070,00000000,에이치엠씨제4호스팩,2023,2023-03-10,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
353490,00000000,미래에셋대우스팩 5호,2023,2023-05-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
354230,00000000,폭스소프트,2021,2021-09-01,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2021.8.18 限),True
367340,00000000,DB금융스팩8호,2023,2023-07-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
373340,00000000,유진스팩6호,2023,2023-12-13,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
377630,00000000,삼성스팩4호,2023,2023-12-27,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
380320,00000000,삼성머스트스팩5호,2024,2024-01-23,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
386580,00000000,한화플러스제2호스팩,2024,2024-06-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
388800,00000000,유진스팩7호,2024,2024-07-02,폐지사유: 상장예비심사청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
391060,00000000,엔에이치스팩20호,2024,2024-05-14,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True
400840,00000000,하이제7호스팩,2024,2024-07-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True
419700,00000000,이브이파킹서비스,2024,2024-12-12,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결('24.11.28限),True
900040,00000000,차이나그레이트,2020,2020-05-22,"폐지사유: 법정제출기한까지 사업보고서를 제출하지 아니한 후, 법정제출기한의 다음날부터 10일이내에 사업보고서를 제출하지 아니함",True
900050,00000000,중국원양자원,2017,2017-09-27,폐지사유: 감사의견 의견거절,True
900080,00000000,에스앤씨엔진그룹,2021,2021-06-14,"폐지사유: 법정제출기한까지 사업보고서를 제출하지 아니한 후, 법정제출기한의 다음날부터 10일이내에 사업보고서를 제출하지 아니함",True
900090,00000000,차이나하오란,2019,2019-01-02,폐지사유: 제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조 제1항에 따른 분기보고서 법정기한 내 미제출,True
900130,00000000,웨이포트,2017,2017-07-25,폐지사유: 상장폐지 신청('17.06.22),True
900180,00000000,완리,2018,2018-05-23,폐지사유: 감사의견거절(감사범위 제한),True
950010,00000000,평산차업,2015,2015-11-05,폐지사유: 시가총액 미달,True
950100,00000000,SBI모기지,2015,2015-01-07,폐지사유: 신청에 의한 상장폐지,True
950180,00000000,SNK,2022,2022-05-18,폐지사유: 상장폐지 신청('22.04.14),True
